1,1,1,Sanjo! Uzumaki Naruto,2,1,2006,7.9,https://www.imdb.com/title/tt0841699/?ref_=ttep_ep1
2,1,2,Konohamaru da kore!,10,10,2002,7.0,https://www.imdb.com//title/tt0845325
3,1,3,Shukuteki!? Sasuke to Sakura,17,10,2002,7.2,https://www.imdb.com//title/tt0851300
4,1,4,Shiren! Sabaibaru enshû,17,10,2002,7.8,https://www.imdb.com//title/tt0851299
5,1,5,Shikkaku? Kakashi no ketsuron,31,10,2002,8.0,https://www.imdb.com//title/tt0851298
6,1,6,Jûyô ninmu! Nami no kuni e chô shuppatsu!,7,11,2002,7.3,https://www.imdb.com//title/tt0852484
7,1,7,Kiri no asashin!,14,11,2002,7.7,https://www.imdb.com//title/tt0852485
8,1,8,Itami ni chikau ketsui,21,11,2002,7.9,https://www.imdb.com//title/tt0852483
9,1,9,Sharingan no Kakashi,28,11,2002,7.9,https://www.imdb.com//title/tt0852487
10,1,10,Chakura no mori,5,12,2002,7.1,https://www.imdb.com//title/tt1302455
11,1,11,Eiyû no ita kuni,12,12,2002,7.1,https://www.imdb.com//title/tt0852482
12,1,12,Kyôjô kessen! Zabuza futatabi!!,19,12,2002,7.3,https://www.imdb.com//title/tt0852486
13,1,13,Haku no hijutsu: Makyô hyôshô,26,12,2002,7.7,https://www.imdb.com//title/tt0858970
14,1,14,Igaisei No.1 Naruto sansen!,9,1,2003,7.1,https://www.imdb.com//title/tt0858971
15,1,15,Shikai zero no tatakai Sharingan kuzushi,16,1,2003,7.6,https://www.imdb.com//title/tt0858973
16,1,16,Kaihôsareta fûin,23,1,2003,8.3,https://www.imdb.com//title/tt0858972
17,1,17,Shiroi kako: Himeta omoi,30,1,2003,8.1,https://www.imdb.com//title/tt0858975
18,1,18,Shinobi to iu na no dôgu,6,2,2003,8.0,https://www.imdb.com//title/tt0858974
19,1,19,The Demon in the Snow,13,2,2003,9.0,https://www.imdb.com//title/tt0873734
20,1,20,Shinshô totsunyû! Chûnin shiken dattebayo,20,2,2003,7.0,https://www.imdb.com//title/tt0874138
21,1,21,Nanore! Arawareta kyôteki tachi!!,27,2,2003,7.2,https://www.imdb.com//title/tt0878183
22,1,22,Kiai 120% nau de Rokku na chôsen-jô!,6,3,2003,7.5,https://www.imdb.com//title/tt0886614
23,1,23,Kechirase raibaru! Rûkî 9 zenin shûgô,13,3,2003,7.2,https://www.imdb.com//title/tt0886613
24,1,24,Ikinari shikkaku? Chô nankan no dai ichi shiken,20,3,2003,7.9,https://www.imdb.com//title/tt0886612
25,1,25,Deta toko shôbu! Funbari dokoro no 10 monme,27,3,2003,7.9,https://www.imdb.com//title/tt0886608
26,1,26,Zettai hikken! Shi no mori chokuzen rupo! Konoha no gakkyû shinbun da kore!,2,4,2003,4.5,https://www.imdb.com//title/tt0886621
27,1,27,Daini shiken sutâto! Mawari wa min'na teki darake!,2,4,2003,7.4,https://www.imdb.com//title/tt0886606
28,1,28,Kû ka kuwareru ka! Esa ni natta Naruto,9,4,2003,8.0,https://www.imdb.com//title/tt0886615
29,1,29,Naruto hangeki! Nigenên dattebayo!,16,4,2003,8.2,https://www.imdb.com//title/tt0886617
30,1,30,Yomigaere Sharingan! Hissatsu: Katon - Ryûka no jutsu!,23,4,2003,8.5,https://www.imdb.com//title/tt0886620
31,1,31,Geki mayu puratonikku! Boku wa shinu made anata o mamoru!!,30,4,2003,7.6,https://www.imdb.com//title/tt0886610
32,1,32,Sakura saku! Ketsui no ushirosugata,7,5,2003,8.0,https://www.imdb.com//title/tt0886619
33,1,33,Muteki no fômêshon! InoShikaChô!!,14,5,2003,8.2,https://www.imdb.com//title/tt0886616
34,1,34,Akamaru bikkuri! Gaara kyôi no jitsuryoku,21,5,2003,7.7,https://www.imdb.com//title/tt0886604
35,1,35,Nozoki mi genkin! Maki mono no himitsu,28,5,2003,7.0,https://www.imdb.com//title/tt0886618
36,2,1,Bunshin taiketsu! Ore ga shuyaku dattebayo!,4,6,2003,7.4,https://www.imdb.com//title/tt0886605
37,2,2,Dai ni shiken toppa! Seizoroi rûkî nainu!,11,6,2003,6.9,https://www.imdb.com//title/tt0886607
38,2,3,Gôkaku-sha nibun no ichi!? Ikinari shiai dattebayo!!,18,6,2003,7.3,https://www.imdb.com//title/tt0886611
39,2,4,"Geji mayu jerashî! ""Shishi rendan"" tanjô!",2,7,2003,7.9,https://www.imdb.com//title/tt0886609
40,2,5,Isshoku sokuhatsu!! Kakashi VS Orochimaru,9,7,2003,7.5,https://www.imdb.com//title/tt0889828
41,2,6,Raibaru gekitotsu! Otome kokoro wa honki môdo,16,7,2003,6.7,https://www.imdb.com//title/tt0889829
42,2,7,Besuto batoru wa Shânnarô!!,23,7,2003,6.9,https://www.imdb.com//title/tt0889827
43,2,8,Shikamaru tajitaji!? Kunoichi-tachi no atsuki tatakai,30,7,2003,7.5,https://www.imdb.com//title/tt0889830
44,2,9,Akamaru sansen!! Makeinu wa dotchi da?,6,8,2003,7.7,https://www.imdb.com//title/tt0898197
45,2,10,Hinata sekimen! Kankyaku anguri Naruto no okunote,13,8,2003,7.9,https://www.imdb.com//title/tt0898201
46,2,11,Byakugan kaigan!! Uchiki na Hinata no daitan ketsui!,20,8,2003,7.7,https://www.imdb.com//title/tt0898199
47,2,12,Akogare no hito no me no maede!!,27,8,2003,8.1,https://www.imdb.com//title/tt0898198
